id,title,description,publishedAt,tags,categoryId,viewCount,likeCount,favoriteCount,commentCount,duration,definition,caption,licensedContent,uploadStatus,privacyStatus,embeddable,publicStatsViewable,channel_id,channel_title,channel_description,channel_country,channel_thumbnail,channel_subscriberCount,channel_videoCount,transcript
aABKxaKtLkM,Everything you didn't see of my collab with MrBeast (BTS),,2025-01-09T14:00:00Z,[],17,3954878,249637,0,14577,PT4M,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
yBhSMQWFOFw,"Cristiano shoots, MrBeast tries to stop it... and painfully fails! 🖐️⚽",,2025-01-03T13:57:57Z,[],17,6777675,369445,0,18150,PT24S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
z-ZHtSfWiMw,Cristiano Ronaldo and his kids dance with Santa Claus!,Watch the full Santa Claus trip on the channel!,2024-12-30T14:04:31Z,[],17,3757954,282699,0,8758,PT26S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
SG2f3r2Fz6Y,It’s just a little cold 🥶😂,Watch my complete family trip video on the Channel now!,2024-12-25T11:13:58Z,[],17,5643607,493645,0,28876,PT2M4S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
9bPo1-YAfhw,Our Christmas message to the world (from Santa’s village),Join us on a magical family adventure to meet the real Santa Claus in Lapland. A special Christmas message for you all.,2024-12-24T18:39:36Z,[],17,5495377,379709,0,25896,PT9M39S,hd,true,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
nOG-CaENIEY,How Many goalkeepers Does It Take to Stop Ronaldo?,"One, then two, three, four… MrBeast and his crew try to block a penalty from Cristiano Ronaldo. Each goal scored adds an extra goalkeeper…",2024-12-23T14:00:06Z,[],17,24531350,981328,0,38078,PT7M16S,hd,true,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
THfRxNX5xaw,The One Thing Cristiano Ronaldo's Kids Want From MrBeast!,,2024-12-19T14:00:27Z,[],17,4751373,335927,0,5223,PT20S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
1ddy3O1Ma4U,The Ultimate Christmas Surprise for Cristiano’s Kids,Christmas is coming and nothing better for Cristiano Ronaldo’s kids to celebrate than meeting their favorite YouTuber.,2024-12-16T14:00:06Z,[],17,5603468,305444,0,10299,PT2M59S,hd,true,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
ff-QlTXSVz8,12 Iconic Moments That Will Make You Admire Cristiano Forever,From ‘Qué mirás bobo’ to beating Mr. Beast with his son Cris Jr: UR Cristiano launched in 2024 and we've already had some amazing moments together!,2024-12-13T14:00:06Z,[],17,2810917,218575,0,10893,PT10M3S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
WhEH6nCYFy0,This Is How I Recover After Every Game!,"Cristiano Ronaldo shows us his LedBoots, the recovery boots with innovative LED technology developed for him and all athletes. Visit https://avathletes.com and find out more.",2024-12-11T14:34:18Z,[],17,3589736,236956,0,11369,PT1M42S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
RvdxPiHOM1M,Cristiano's Mind Blowing Answer!!!,,2024-12-10T16:49:01Z,[],17,3545290,271056,0,5076,PT27S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
K-oLr-43ejs,"Jordan, Brady, Cristiano… Who Said This?","Cristiano Jr helps his father trying to beat MrBeast in the game you didn't know you need!

Dubbing available in English, Spanish and Arabic.",2024-12-09T14:00:17Z,[],17,13394519,729441,0,27779,PT9M49S,hd,true,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
AHSvnq4acvw,Craziest Cristiano Ronaldo’s shot!,,2024-12-05T14:10:35Z,[],17,5186791,459208,0,8941,PT21S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
WKd8KMaJ0r0,I teach Mr Beast how to Siuuu!,,2024-11-30T17:01:34Z,[],17,6343326,601209,0,9141,PT19S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
_ZsZ4-HyjCg,I face off with MrBeast,"Cristiano and Jimmy engage in a high-stakes challenge… and they put all their subscribers on the line.
Check out MrBeast’s awesome collab https://youtu.be/0BjlBnfHcHM

Available in English, Spanish and Portuguese.",2024-11-30T17:00:06Z,[],17,34260744,2353968,0,68679,PT12M26S,hd,true,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
w-58fI22LU8,Cristiano faces off with MrBeast,,2024-11-29T17:01:03Z,[],17,5169382,562205,0,8798,PT20S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
5l8YJCzzryc,MrBeast and Cristiano breaking the internet,,2024-11-23T14:00:05Z,[],17,3805944,469348,0,10210,PT15S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
aDF_ESN80r8,I Meet MrBeast To Break The Internet!!,Cristiano Ronaldo meets the biggest Youtuber and Jimmy answers the question everyone is asking: “Am I Gonna Beat You?”. Big challenges to come on the 30th!!!,2024-11-21T14:00:07Z,[],17,61089449,5002046,0,185273,PT14M,hd,true,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
IgS9lBdpvT0,Georgina Tricks Me Into Revealing My New Guest,Will Cristiano announce the name of the next video collab?,2024-11-19T14:00:16Z,[],17,4358792,285976,0,12499,PT1M43S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
KWlnfCZeN74,And My New Guest Is…,Rio Ferdinand asks Cristiano about his next video collab,2024-11-17T14:00:15Z,[],17,3874600,310372,0,15712,PT2M3S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
kKRIdktinVg,“A Surprise Is Coming”. A message to my fans,,2024-11-16T14:00:46Z,[],17,3202671,452485,0,15394,PT23S,hd,true,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
GuKBqwp1XMc,Cristiano’s Teammates Reveal All His Secrets!! (FUNNY),"Bernardo Silva and Bruno Fernandes tell all the hidden stories about Cristiano Ronaldo. And your idol sends a message to all the siuuubscribers.

All of these exciting moments happened during the Quinas de Ouro Awards, in Lisbon.",2024-11-13T18:00:10Z,[],17,3338122,275999,0,11251,PT9M24S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
PjmSUJBBvgQ,Cristiano Becomes A Cameraman For A Day (Trying His New Gadget),,2024-11-13T14:43:47Z,[],17,4165486,497915,0,9263,PT48S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
hWtp3ZlvHZc,The AMAZING story of how Cristiano Ronaldo became a footballer,,2024-11-07T14:48:19Z,[],17,2202332,208504,0,12296,PT3M46S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
7rMXmIGJZAQ,Watch me transform as I lift the Euro Cup with Portugal!,,2024-11-04T15:25:28Z,[],17,4121266,413011,0,8590,PT17S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
HQ8SlJXcTto,I become an ANIME superhero!,,2024-10-30T14:00:15Z,[],17,4456443,394712,0,11134,PT9S,hd,false,True,processed,public,True,True,UCtxD0x6AuNNqdXO9Wp5GHew,UR · Cristiano,Welcome to UR Cristiano - the official YouTube channel of Cristiano Ronaldo. SIUUUbscribe!,PT,https://yt3.ggpht.com/7HR7AS1zqCg3HDKKhU734Hoqaz277rXAkSkjJlui8cf_jrw31GZF2aPn3i9JS6Hhwgcxutp0jg=s88-c-k-c0x00ffffff-no-rj,76700000,111,
